,id,name,offer_type,category,content,channel,points,exclusion_category,benefit_type,point_type,program_code,program_name,program_tier,program_point_type,product_category,product_code,product_name,season,month,week_day,holiday,week_end,birth_day,wedding_anniversary,duration,start_date,end_date,Unnamed: 27,partner_category,partner_code,partner_name,partner_type,targetted_age,targetted_nationality,targetted_preference_group,targetted_gender,targetted_type,targetted_tier,targetted_channel,targetted_marital_status,discount_percentage
215,O0226,DISNEY MOVIE REWARDS:,Accruals ,Discounts,25% discount for signing up for sign up for the Disney movie loyalty cards,"Loyalty  Portal, Mobile App, Email",300.0,Under 18,Discounts,Kids Offers,KC,Kids Club,Gold,,nan,P048,Oryx Cards Kids Club,All,,,,,Birthday,,nan,1-Oct-20,31-Dec-20,,Non Air,ORX,Oryx,Credit Card,12 -20,US,Kids,All,nan,Gold,"Loyalty  Portal, Mobile App",Single,25.0
216,O0227,GAME & MORE,Accruals ,Discounts,20% Off for every game that you buy,"Loyalty  Portal, Mobile App",300.0,not for below 12 years ,Discounts,Kids Offers,KC,Kids Club,Gold,,nan,P048,Oryx Cards Kids Club,All,,,,,Birthday,,nan,1-Oct-20,31-Dec-20,,Non Air,ORX,Oryx,Credit Card,12 -20,US,Kids,All,nan,Gold,"Loyalty  Portal, Mobile App",Single,20.0
217,O0228,HARRODS REWARDS:,Accruals ,Discounts,30% Discount for newborn baby essentials – everything from clothing to gift sets at Harrods,"Loyalty  Portal, Mobile App",300.0,not for above 5 years,Discounts,Kids Offers,KC,Kids Club,Gold,,nan,P048,Oryx Cards Kids Club,All,,,,,Birthday,,nan,1-Oct-20,31-Dec-20,,Non Air,ORX,Oryx,Credit Card,< 5,US,Kids,All,nan,Gold,"Loyalty  Portal, Mobile App",Single,30.0
218,O0229,SeniorFirst Winter 2020,Accruals ,Discounts,Guests' age 65 and older are eligible for  10% discount for select Hotel rooms.,"Loyalty  Portal, Mobile App",300.0,Not for below 55 years,Discounts,Senior Citizens Offers,SCO,Frequent Flyer Program,Gold,,nan,P057,Senior Citizens Discounts,Winter,,,,,Birthday,,nan,1-Sep-20,31-Dec-20,,Non Air,MM,Marriot,Hotel,Above 65,US,Senior Citizens,All,nan,Gold,"Loyalty  Portal, Mobile App",Married,10.0
219,O0230,SeniorLadies Winter2020,Accruals ,Discounts,Guests' age 65 and older are eligible for  30% discount for select Hotel rooms.,"Loyalty  Portal, Mobile App",300.0,Not for below 55 years,Discounts,Senior Citizens Offers,SCO,Frequent Flyer Program,Gold,,nan,P057,Senior Citizens Discounts,Winter,,,,,Birthday,,nan,1-Sep-20,31-Dec-20,,Non Air,MM,Marriot,Hotel,Above 65,US,Senior Citizens,F,nan,Gold,"Loyalty  Portal, Mobile App",All,30.0
220,O0231,SeniorGoRelax Winter2020,Accruals ,Discounts,Guests' age 65 and older are eligible for  30% discount for select Hotel rooms and Uber Cabs,"Loyalty  Portal, Mobile App",300.0,Not for below 55 years,Discounts,Senior Citizens Offers,SCO,Frequent Flyer Program,Gold,,nan,P057,Senior Citizens Discounts,Winter,,,,,Birthday,,nan,1-Sep-20,31-Dec-20,,Non Air,MM,Marriot,Hotel,Above 65,US,Senior Citizens,All,nan,Gold,"Loyalty  Portal, Mobile App",Married,30.0
221,O0232,Go Kido 10,,Offers,Loyalty Offer - 10% off exclusively for Kids Apparel and Toys,"Loyalty  Portal, Mobile App, Email",50.0,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Bronze,,nan,P048,Oryx Cards Kids Club,All,,,,,,,nan,2-Jan-20,31-Mar-20,,Non Air,ORX,Oryx,Credit Card,< 12,US,Kids,All,nan,Bronze,Web,Single,
222,O0233,Kids Corner Exclusive,,Offers,Loyalty Offer - 20% off exclusively for Kids Apparel and Toys,"Loyalty  Portal, Mobile App, Email",50.0,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Bronze,,nan,P048,Oryx Cards Kids Club,All,,,,,,,nan,2-Jan-20,31-Mar-20,,Non Air,ORX,Oryx,Credit Card,< 12,US,Kids,All,nan,Bronze,Web,Single,
223,O0235,Kids Lounge,,Offers,Lounge Offer for Kids - Free Goodies. ,Web,300.0,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Gold,,nan,P048,Oryx Cards Kids Club,All,,,,,Birthday,,nan,2-Jan-20,31-Mar-20,,Non Air,ORX,Oryx,Credit Card,< 12,US,Kids,All,nan,Gold,Web,Single,
224,O0236,Kids Snack Boxes,,Offers,Free meal boxes filled with fun and nutritious food while in flight. Gold Tier members,web,300.0,not for 12 years and above,Offers,Kids Offers,KC,Kids Club,Gold,,nan,P048,Oryx Cards Kids Club,All,,,,,Birthday,,nan,1-Mar-20,31-Jul-20,,Non Air,ORX,Oryx,Credit Card,< 12,US,Kids,All,nan,Gold,web,Single,
225,O0237,HARRODS REWARDS:,Accruals ,Discounts,20% Discount for newborn baby essentials – everything from clothing to gift sets at Harrods,web,300.0,not for above 5 years,Discounts,Kids Offers,KC,Kids Club,Gold,,nan,P048,Oryx Cards Kids Club,All,,,,,Birthday,,nan,1-Mar-20,31-Jul-20,,Non Air,ORX,Oryx,Credit Card,< 5,US,Kids,All,nan,Gold,web,Single,20.0
226,O0238,HAMLEYS REWARDS:,Accruals ,Discounts,20% Discount for Toys and Kids Sports equipments,web,300.0,not for above 5 years,Discounts,Kids Offers,KC,Kids Club,Gold,,nan,P048,Oryx Cards Kids Club,All,,,,,Birthday,,nan,1-Mar-20,31-Jul-20,,Non Air,ORX,Oryx,Credit Card,< 5,US,Kids,All,nan,Gold,web,Single,20.0
227,O0239,Kidos  ,Accruals ,Discounts,20% Discount for newborn baby essentials at MAX,web,300.0,not for above 5 years,Discounts,Kids Offers,KC,Kids Club,Gold,,nan,P048,Oryx Cards Kids Club,All,,,,,Birthday,,nan,1-Mar-20,31-Jul-20,,Non Air,ORX,Oryx,Credit Card,< 5,US,Kids,All,nan,Gold,web,Single,20.0
228,O0240,NidoKidos,Accruals ,Discounts,20% Discount for newborn baby essentials – everything from clothing to gift sets at Nidokidos Stores,web,300.0,not for above 5 years,Discounts,Kids Offers,KC,Kids Club,Gold,,nan,P048,Oryx Cards Kids Club,All,,,,,Birthday,,nan,1-Mar-20,31-Jul-20,,Non Air,ORX,Oryx,Credit Card,< 5,US,Kids,All,nan,Gold,web,Single,20.0
229,O0153,15% off on Sports,,Discounts,15% off on Sports,"mobile App, SMS,Email",,Discounts,,,,,,,nan,P029,EZIBUY.COM,,,,,,,,nan,1-Jan-20,31-Mar-20,,,,,,,,,,nan,,,All,15.0
230,O0158,Shop for $100 and get free shipping!!,,Promotions,Shop for $100 and get free shipping!!,"mobile App, SMS,Email",,Promotions,,,,,,,nan,P015,BOOK DEPOSITORY,,,,,,,,nan,1-Jan-20,31-Mar-20,,,,,,,,,,nan,,,All,
231,O0166,Sign up and get 10% off on next purchase. Expiry : 31/01/2021,,Discounts,Sign up and get 10% off on next purchase. Expiry : 31/01/2021,"mobile App, SMS,Email",,Promotions,,,,,,,nan,P039,MARKS & SPENCER,,,,,,,,nan,1-Jan-20,31-Mar-20,,,,,,,,,,nan,,,All,10.0
232,O0187,20% off on Kids! Expiry : 31/12/2021,,Discounts,20% off on Kids! Expiry : 31/12/2021,"mobile App, SMS,Email",,Discounts,,,,,,,nan,P031,HALLENSTEN BROTHERS,,,,,,,,nan,1-Jan-20,31-Mar-20,,,,,,,,,,nan,,,All,20.0
233,O0190,enjoy 10% off with delightful Chinese cuisine in a fascinating ambience,,Discounts,enjoy 10% off with delightful Chinese cuisine in a fascinating ambience,"mobile App, SMS,Email",,Discounts,,,,,,,nan,P037,LUGGAGE.CO.NZ,,,,,,,,nan,1-Jan-20,31-Mar-20,,,,,,,,,,nan,,,All,10.0
234,O0196,10% off on Purchase $100 or more,,Discounts,10% off on Purchase $100 or more,"mobile App, SMS,Email",,Discounts,,,,,,,nan,P062,THE ICONIC,,,,,,,,nan,1-Jan-20,31-Mar-20,,,,,,,,,,nan,Bronze,,All,10.0
235,O0208,15% off on Purchase of $100 or more. Expires 31/12/2020,,Discounts,15% off on Purchase of $100 or more. Expires 31/12/2020,"mobile App, SMS,Email",,Dicsounts,,,,,,,nan,P016,BOOKTOPIA,,,,,,,,nan,1-Jan-20,31-Mar-20,,,,,,,,,,nan,Silver,,All,15.0
236,O0212,SALE SALE SALE. Expires 31/12/2020,,Discounts,SALE SALE SALE. Expires 31/12/2020,"mobile App, SMS,Email",,Dicsounts,,,,,,,nan,P047,ONCE.IT,,,,,,,,nan,1-Jan-20,31-Mar-20,,,,,,,,,,nan,Silver,,All,10.0
237,O0214,Get 10% off sitewide. Use code FL10D. Expires 31/12/2020,,Discounts,Get 10% off sitewide. Use code FL10D. Expires 31/12/2020,"mobile App, SMS,Email",,Discounts,,,,,,,nan,P014,BOOHOO,,,,,,,,nan,1-Jan-20,31-Mar-20,,,,,,,,,,nan,Gold,,All,10.0
238,O0215,20% off on Purchase $500 or more,,Discounts,20% off on Purchase $500 or more,"mobile App, SMS,Email",,Discounts,,,,,,,nan,P010,ASOS,,,,,,,,nan,1-Jan-20,31-Mar-20,,,,,,,,,,nan,Gold,,All,20.0
239,O0234,30% off on Purchase $1000 or more,,Discounts,30% off on Purchase $1000 or more,"mobile App, SMS,Email",,Discounts,,,,,,,nan,P030,GLASSONS,,,,,,,,nan,1-Jan-20,31-Mar-20,,,,,,,,,,nan,Platinum,,All,30.0
